first_name,last_name,team,league,nationality,position,shirt,dob,age,skill_avg
Dave,Bowman,Dundee U,Scottish Premier League,Scottish,DM,6,1964-03-10,32,45.58
Sergio,Gomes,Dundee U,Scottish Premier League,Brazilian,FOR,10,1969-07-27,27,48.79
Gary,McSwegan,Dundee U,Scottish Premier League,Scottish,FOR,9,1970-09-24,25,48.96
Rob,Winters,Dundee U,Scottish Premier League,Scottish,RM,8,1974-11-04,21,49.38
Jim,Bett,Dundee U,Scottish Premier League,Scottish,LM,11,1959-11-25,36,46.58
Juan,Ferreri,Dundee U,Scottish Premier League,Uruguayan,LB,3,1970-07-13,26,46.04
Steven,Pressley,Dundee U,Scottish Premier League,Scottish,CD,4,1973-10-11,22,46.12
David,Craig,Dundee U,Scottish Premier League,Scottish,CD,5,1969-06-11,27,47.88
James,McQuilken,Dundee U,Scottish Premier League,Scottish,RB,2,1974-10-03,21,45.54
Andrew,Mclaren,Dundee U,Scottish Premier League,Scottish,AM,7,1973-06-05,23,50.12
Lance,Key,Dundee U,Scottish Premier League,English,GK,19,1968-05-13,28,47.92
Mark,Perry,Dundee U,Scottish Premier League,Scottish,CD,14,1971-02-07,25,46.83
Paddy,Connolly,Dundee U,Scottish Premier League,Scottish,FOR,12,1970-06-25,26,48.67
Kevin,Magee,Dundee U,Scottish Premier League,English,AM,17,1971-04-10,25,52.42
Ray,McKinnon,Dundee U,Scottish Premier League,Scottish,DM,22,1970-08-05,25,47.17
Maurice,Malpas,Dundee U,Scottish Premier League,Scottish,LB,15,1962-08-03,33,49.25
Craig,Brewster,Dundee U,Scottish Premier League,Scottish,FOR,18,1966-12-13,29,49.33
David,Sinclair,Dundee U,Scottish Premier League,Scottish,DM,13,1969-10-06,26,48.17
James,Dolan,Dundee U,Scottish Premier League,Scottish,DM,24,1969-02-22,27,49.58
Mauricio,Soria,Dundee U,Scottish Premier League,Bolivian,GK,25,1966-06-01,30,47.25
Ally,Maxwell,Dundee U,Scottish Premier League,Scottish,GK,20,1965-02-16,31,47.71
Stewart,Petrie,Dunfermline,Scottish Premier League,Scottish,FOR,9,1970-02-27,26,51.71
Ken,Ward,Dunfermline,Scottish Premier League,Scottish,AM,11,1963-08-16,32,47.25
Andrew,Tod,Dunfermline,Scottish Premier League,Scottish,CD,4,1971-11-04,24,46.92
Paul,Smith,Dunfermline,Scottish Premier League,Scottish,DM,8,1971-11-02,24,46.79
Ivo,Den Bieman,Dunfermline,Scottish Premier League,Dutch,AM,7,1967-02-04,29,51.17
Craig,Robertson,Dunfermline,Scottish Premier League,Scottish,DM,6,1963-04-22,33,45.58
John,Clark,Dunfermline,Scottish Premier League,Scottish,RB,2,1964-09-22,31,48.33
Ian,Westwater,Dunfermline,Scottish Premier League,English,GK,1,1963-11-08,32,46.12
David,Bingham,Dunfermline,Scottish Premier League,Scottish,FOR,10,1970-09-03,25,48.38
Paul,Fenwick,Dunfermline,Scottish Premier League,Scottish,CD,5,1969-08-25,26,46.54
Derek,Fleming,Dunfermline,Scottish Premier League,Scottish,LB,3,1973-12-05,22,46.67
Neale,Cooper,Dunfermline,Scottish Premier League,Scottish,CD,14,1963-11-24,32,46.54
Guido,van de Kamp,Dunfermline,Scottish Premier League,Dutch,GK,13,1964-02-08,32,47.83
Andy,Smith,Dunfermline,Scottish Premier League,Scottish,FOR,12,1968-11-22,27,48.88
Hamish,French,Dunfermline,Scottish Premier League,Scottish,FOR,19,1964-02-07,32,49.08
Raymond,Sharp,Dunfermline,Scottish Premier League,Scottish,LB,21,1969-11-16,26,50.21
Steven,Welsh,Dunfermline,Scottish Premier League,Scottish,CD,25,1968-04-19,28,50.71
Eddie,Wolecki,Dunfermline,Scottish Premier League,Scottish,RM,17,1966-03-13,30,47.08
Gary,Higgins,Dunfermline,Scottish Premier League,Scottish,FOR,20,1972-09-15,23,50.5
Harry,Curran,Dunfermline,Scottish Premier League,Scottish,AM,16,1966-10-09,29,49.04
Mark,McCulloch,Dunfermline,Scottish Premier League,Scottish,AM,18,1975-05-19,21,49.67
Lorn,Gibson,Morton,Scottish First Division,Scottish,LM,21,1976-07-06,20,45.54
Derek,Collins,Morton,Scottish First Division,Scottish,RB,2,1969-04-15,27,47.58
Derek,Laing,Morton,Scottish First Division,Scottish,RM,8,1973-11-11,22,49.25
Jim,Hunter,Morton,Scottish First Division,Scottish,LB,3,1964-12-20,31,45.58
Peter,Cormack,Morton,Scottish First Division,English,CD,5,1974-06-08,22,45.54
David,Wylie,Morton,Scottish First Division,Scottish,GK,1,1966-04-04,30,44.71
Scott,McArthur,Morton,Scottish First Division,Scottish,CD,4,1968-02-28,28,44.04
Steve,Aitken,Morton,Scottish First Division,Scottish,DM,7,1976-07-25,20,45.88
Janne,Lindberg,Morton,Scottish First Division,Finnish,DM,6,1966-05-24,30,44.62
Warren,Hawke,Morton,Scottish First Division,Scottish,FOR,9,1970-09-20,25,49.0
Marko,Rajamaki,Morton,Scottish First Division,Finnish,FOR,10,1968-10-03,27,46.83
Mark,McCann,Morton,Scottish First Division,Scottish,DM,12,1976-01-26,20,44.96
Steve,McCahill,Morton,Scottish First Division,Scottish,CD,13,1966-08-03,29,43.46
Craig,McPherson,Morton,Scottish First Division,Scottish,DM,14,1971-03-27,25,45.96
Alan,Mahood,Morton,Scottish First Division,Scottish,RM,15,1973-03-26,23,44.62
John,Anderson,Morton,Scottish First Division,Scottish,CD,18,1972-10-02,23,45.88
Doug,Johnstone,Morton,Scottish First Division,Scottish,CD,17,1969-03-12,27,43.17
Brian,Reed,Morton,Scottish First Division,Scottish,CD,19,1973-11-05,22,45.79
Mark,Simpson,Morton,Scottish First Division,Scottish,LB,16,1975-11-04,20,45.25
Dennis,McGhee,Morton,Scottish First Division,Scottish,AM,20,1975-04-01,21,47.42
Kevin,McGowne,St Johnstone,Scottish First Division,Scottish,CD,4,1959-12-16,36,54.33
Allan,Preston,St Johnstone,Scottish First Division,Scottish,LB,3,1971-07-06,25,56.79
Paul,Cherry,St Johnstone,Scottish First Division,English,CD,5,1964-10-14,31,52.58
Mark,Proctor,St Johnstone,Scottish First Division,English,DM,6,1961-01-30,35,55.75
Alan,Main,St Johnstone,Scottish First Division,Scottish,GK,1,1967-12-05,28,54.75
Paul,Rice,St Johnstone,Scottish First Division,Scottish,LM,11,1977-08-25,18,57.42
Jim,Weir,St Johnstone,Scottish First Division,Scottish,RB,2,1969-05-15,27,53.88
Anastassios,Mitropoulos,St Johnstone,Scottish First Division,Greek,AM,8,1957-01-31,39,59.12
Ian,Ferguson,St Johnstone,Scottish First Division,Scottish,FOR,9,1968-08-05,27,57.92
Roddy,Grant,St Johnstone,Scottish First Division,Scottish,FOR,10,1966-09-16,29,50.58
Phillip,Scott,St Johnstone,Scottish First Division,Scottish,RM,7,1974-11-14,21,59.58
John,O'Neil,St Johnstone,Scottish First Division,Scottish,AM,14,1971-07-06,25,52.21
Leigh,Jenkinson,St Johnstone,Scottish First Division,English,FOR,12,1969-07-09,27,57.88
Stuart,McClusky,St Johnstone,Scottish First Division,Scottish,CD,13,1977-10-29,18,52.5
Keith,O'Halloran,St Johnstone,Scottish First Division,Scottish,CD,21,1975-11-10,20,46.83
George,O'Boyle,St Johnstone,Scottish First Division,Irish,FOR,18,1967-12-14,28,50.88
Kevin,McGlone,St Johnstone,Scottish First Division,Scottish,CD,20,1974-01-01,22,53.04
John,McQuillan,St Johnstone,Scottish First Division,Scottish,RB,15,1970-07-20,26,53.21
Gary,Farquhar,St Johnstone,Scottish First Division,Scottish,RM,16,1971-02-23,25,55.21
Gary,Bowman,St Johnstone,Scottish First Division,Scottish,RB,19,1974-08-12,21,46.38
Euan,Donaldson,St Johnstone,Scottish First Division,Scottish,LB,17,1975-08-20,20,54.62
Campbell,Money,St Mirren,Scottish First Division,Scottish,GK,1,1960-08-31,35,45.54
Norrie,McWhirter,St Mirren,Scottish First Division,Scottish,CD,4,1969-06-04,27,46.12
Martin,Baker,St Mirren,Scottish First Division,Scottish,LB,3,1974-06-08,22,45.92
Richard,Gillies,St Mirren,Scottish First Division,Scottish,DM,16,1976-08-24,19,46.54
James,Dick,St Mirren,Scottish First Division,Scottish,FOR,9,1972-06-21,24,37.17
Joe,Goldie,St Mirren,Scottish First Division,Scottish,LM,11,1966-05-30,30,46.04
Paul,Archdeacon,St Mirren,Scottish First Division,Scottish,RM,17,1976-10-11,19,44.5
Stephen,Watson,St Mirren,Scottish First Division,English,CD,5,1973-04-04,23,47.33
John,Hewitt,St Mirren,Scottish First Division,Scottish,FOR,10,1963-02-09,33,50.67
Mark,Yardley,St Mirren,Scottish First Division,Scottish,RB,2,1969-09-14,26,47.79
Stuart,Taylor,St Mirren,Scottish First Division,Scottish,DM,8,1974-11-26,21,45.12
John,Boyd,St Mirren,Scottish First Division,Scottish,CD,14,1969-01-01,27,45.83
Derek,Scrimgour,St Mirren,Scottish First Division,Scottish,GK,13,1978-03-29,18,46.79
Tony,Sheridan,St Mirren,Scottish First Division,Irish,FOR,12,1974-10-21,21,47.08
Barry,McLaughlin,St Mirren,Scottish First Division,Scottish,RB,21,1973-04-19,23,49.21
Robert,Dawson,St Mirren,Scottish First Division,Scottish,RB,15,1963-08-01,32,46.46
Gary,McGrotty,St Mirren,Scottish First Division,Scottish,DM,18,1976-09-26,19,48.17
Brian,Hetherston,St Mirren,Scottish First Division,Scottish,RM,20,1976-11-27,19,46.79
Cristiano,Scapolo,Bologna,Italian Serie A,Italian,DM,8,1970-10-05,25,51.5
Oscar,Magoni,Bologna,Italian Serie A,Italian,DM,11,1967-09-22,28,50.67
Igor,Kolivanov,Bologna,Italian Serie A,Russian,FOR,10,1968-03-06,28,61.04
Pierpaolo,Bresciani,Bologna,Italian Serie A,Italian,FOR,7,1970-07-21,26,55.92
Andrea,Bergamo,Bologna,Italian Serie A,Italian,DM,4,1964-10-23,31,53.21
Andrea,Tarozzi,Bologna,Italian Serie A,Italian,RB,2,1973-10-17,22,51.92
Giuseppe,Cardone,Bologna,Italian Serie A,Italian,LB,6,1974-03-03,22,53.0
Marco Antonio,De Marchi,Bologna,Italian Serie A,Italian,CD,5,1966-09-08,29,53.04
Michele,Paramatti,Bologna,Italian Serie A,Italian,CD,3,1968-03-10,28,49.88
Francesco,Antonioli,Bologna,Italian Serie A,Italian,GK,1,1969-09-14,26,51.5
Giancarlo,Marocchi,Bologna,Italian Serie A,Italian,AM,9,1965-07-04,31,52.42
Davide,Olivares,Bologna,Italian Serie A,Italian,DM,14,1971-06-21,25,49.21
Stefano,Torrisi,Bologna,Italian Serie A,Italian,CD,20,1971-05-07,25,53.0
Alex,Brunner,Bologna,Italian Serie A,Italian,GK,15,1973-12-08,22,53.46
Kenneth,Andersson,Bologna,Italian Serie A,Swedish,FOR,19,1967-10-06,28,55.08
Cristiano,Pavone,Bologna,Italian Serie A,Italian,CD,13,1972-06-28,24,46.54
Carlo,Nervo,Bologna,Italian Serie A,Italian,FOR,16,1971-10-29,24,54.29
Giorgio,Bresciani,Bologna,Italian Serie A,Italian,FOR,21,1969-04-23,27,54.08
Francesco,Gnudi,Bologna,Italian Serie A,Italian,GK,12,1972-04-03,24,48.96
Giuseppe,Anaclerio,Bologna,Italian Serie A,Italian,DM,17,1974-01-26,22,52.62
Davide,Fontolan,Bologna,Italian Serie A,Italian,AM,18,1966-02-24,30,51.67
Daniele,Adani,Brescia,Italian Serie B,Italian,SW,5,1974-07-10,22,52.79
Rosario,Pergolizzi,Brescia,Italian Serie B,Italian,LB,3,1968-10-07,27,50.0
Gian Domenico,Costi,Brescia,Italian Serie B,Italian,RB,2,1969-03-10,27,50.5
Antonio,Filippini,Brescia,Italian Serie B,Italian,LM,18,1973-07-03,23,47.58
Antonio,Criniti,Brescia,Italian Serie B,Italian,DM,15,1970-10-29,25,47.29
Giacomo,Zunico,Brescia,Italian Serie B,Italian,GK,1,1960-12-03,35,52.0
Marcello,Campolonghi,Brescia,Italian Serie B,Italian,FOR,9,1975-02-15,21,51.54
Dario,Dossi,Brescia,Italian Serie B,Italian,AM,16,1977-02-02,19,49.5
Antonio,Bernadi,Brescia,Italian Serie B,Italian,FOR,11,1976-10-11,19,53.0
Alessandro,Romano,Brescia,Italian Serie B,Italian,RM,8,1969-09-29,26,50.21
Manfred,Binz,Brescia,Italian Serie B,German,CD,6,1965-09-22,30,48.33
Maurizio,Neri,Brescia,Italian Serie B,Italian,FOR,7,1965-03-21,31,53.21
Cristiano,Doni,Brescia,Italian Serie B,Italian,RM,10,1973-04-01,23,46.96
Luciano,De Paola,Brescia,Italian Serie B,Italian,DM,4,1961-05-30,35,47.79
Nicola,Pavarini,Brescia,Italian Serie B,Italian,GK,12,1974-02-24,22,45.08
Stefano,Achetti,Brescia,Italian Serie B,Italian,CD,24,1977-04-16,19,46.38
Marco,Barollo,Brescia,Italian Serie B,Italian,DM,20,1972-07-31,23,45.46
Emanuele,Filippini,Brescia,Italian Serie B,Italian,DM,17,1973-07-03,23,50.92
Davide,Ratti,Brescia,Italian Serie B,Italian,LW,23,1976-02-02,20,51.46
Andrea,Pirlo,Brescia,Italian Serie B,Italian,FOR,21,1979-05-19,17,50.29
Stefano,Tagliani,Brescia,Italian Serie B,Italian,DM,19,1977-01-02,19,49.96
Nicola,Borra,Brescia,Italian Serie B,Italian,CD,25,1978-03-30,18,48.54
Vicenzo,Lambertini,Brescia,Italian Serie B,Italian,LB,14,1970-05-07,26,50.46
Matteo,Rigamonti,Brescia,Italian Serie B,Italian,GK,22,1977-08-31,18,46.62
Alberto,Savino,Brescia,Italian Serie B,Italian,RB,13,1973-09-01,22,48.58
Dario,Baccin,Cesena,Italian Serie B,Italian,RB,2,1976-08-27,19,51.71
Dario,Hubner,Cesena,Italian Serie B,Italian,FOR,11,1967-04-28,29,55.88
Giovanni,Bosi,Cesena,Italian Serie B,Italian,RM,15,1969-10-01,26,49.21
Luigi,Piangerelli,Cesena,Italian Serie B,Italian,DM,4,1973-10-19,22,53.92
Aldo,Dolcetti,Cesena,Italian Serie B,Italian,LM,10,1966-10-23,29,55.12
Claudio,Rivalta,Cesena,Italian Serie B,Italian,SW,5,1978-06-30,18,57.88
Antonio,Aloisi,Cesena,Italian Serie B,Italian,CD,8,1968-08-28,27,51.21
Vincenzo,Esposito,Cesena,Italian Serie B,Italian,LB,3,1971-01-06,25,49.92
Alessandro,Bianchi,Cesena,Italian Serie B,Italian,AM,6,1966-04-07,30,55.75
Valerio,Fiori,Cesena,Italian Serie B,Italian,GK,1,1969-04-27,27,56.29
Massimo,Agostini,Cesena,Italian Serie B,Italian,FOR,9,1964-01-20,32,55.75
Alessandro,Teodorani,Cesena,Italian Serie B,Italian,RM,7,1971-12-09,24,49.75
Girolamo,Bizzarri,Cesena,Italian Serie B,Italian,FOR,14,1967-06-01,29,51.67
Stefano,Bragov,Cesena,Italian Serie B,Italian,GK,12,1977-03-29,19,45.79
Fabrizio,Albonetti,Cesena,Italian Serie B,Italian,CD,17,1976-04-27,20,49.75
Mauro,Bonomi,Cesena,Italian Serie B,Italian,RB,23,1972-08-23,23,51.0
Paolo,Ponzo,Cesena,Italian Serie B,Italian,LM,18,1972-03-11,24,48.58
Andrea,Sardini,Cesena,Italian Serie B,Italian,GK,22,1967-11-04,28,48.75
Emiliano,Salvetti,Cesena,Italian Serie B,Italian,DM,20,1974-01-01,22,50.75
Fabio,Alteri,Cesena,Italian Serie B,Italian,FOR,21,1977-12-25,18,52.08
Gianluca,Zanetti,Cesena,Italian Serie B,Italian,LB,24,1976-10-20,19,49.17
Carlo,Teodorani,Cesena,Italian Serie B,Italian,CD,19,1977-04-12,19,49.62
Enrico,Franchi,Chievo,Italian Serie B,Italian,CD,15,1973-04-26,23,45.75
Marco,Borghetto,Chievo,Italian Serie B,Italian,GK,1,1970-07-16,26,47.5
Maurizio,D'Angelo,Chievo,Italian Serie B,Italian,LB,6,1969-09-29,26,48.79
Ivan,Moretto,Chievo,Italian Serie B,Italian,CD,4,1970-05-17,26,47.38
Marco,Sinigaglia,Chievo,Italian Serie B,Italian,RM,7,1968-02-29,28,46.54
Michele,Cossato,Chievo,Italian Serie B,Italian,FOR,11,1970-04-28,26,48.75
Raffaele,Cerbone,Chievo,Italian Serie B,Italian,FOR,9,1969-01-21,27,49.58
Martino,Melis,Chievo,Italian Serie B,Italian,DM,10,1973-11-24,22,45.54
Silvio,Guisti,Chievo,Italian Serie B,Italian,DM,14,1968-01-31,28,47.25
Daniele,Facciotto,Chievo,Italian Serie B,Italian,LM,18,1976-01-29,20,44.33
Tommaso,Chiecchi,Chievo,Italian Serie B,Italian,RB,2,1979-11-13,16,47.75
Massimo,Marazzina,Chievo,Italian Serie B,Italian,FOR,5,1974-07-16,22,48.83
Maurizio,Rinino,Chievo,Italian Serie B,Italian,RM,19,1969-02-07,27,48.75
Matteo,Pacchera,Chievo,Italian Serie B,Italian,DM,24,1978-03-18,18,45.17
Marco,Zanichi,Chievo,Italian Serie B,Italian,CD,21,1977-04-15,19,44.88
Matteo,Gianello,Chievo,Italian Serie B,Italian,GK,12,1976-05-07,20,44.5
Andrea,Guerra,Chievo,Italian Serie B,Italian,RB,3,1972-09-04,23,46.08
Lorenzo,D'Anna,Chievo,Italian Serie B,Italian,SW,26,1972-01-29,24,51.25
Giuliano,Melosi,Chievo,Italian Serie B,Italian,SW,16,1967-05-15,29,52.83
Michele,Nardi,Chievo,Italian Serie B,Italian,FOR,20,1968-01-06,28,46.54
Massimo,Borgobello,Chievo,Italian Serie B,Italian,FOR,17,1971-05-17,25,47.62
Marco,Zamboni,Chievo,Italian Serie B,Italian,LB,25,1977-12-07,18,43.25
Stefano,Fiore,Chievo,Italian Serie B,Italian,AM,8,1975-04-17,21,45.88
Angelo,Alessio,Cosenza,Italian Serie B,Italian,AM,10,1965-04-29,31,53.67
Gill,Voria,Cosenza,Italian Serie B,Italian,CD,5,1974-07-18,22,47.25
Paolo,Ziliani,Cosenza,Italian Serie B,Italian,CD,6,1971-06-10,25,48.67
Vincenzo,Riccio,Cosenza,Italian Serie B,Italian,DM,8,1974-01-10,22,48.46
Luigi,Marulla,Cosenza,Italian Serie B,Italian,FOR,9,1963-04-20,33,51.04
Tomaso,Tatti,Cosenza,Italian Serie B,Italian,FOR,11,1972-09-14,23,48.88
Fabio,Di Lavio,Cosenza,Italian Serie B,Italian,LB,13,1975-04-20,21,48.67
Silvano,Scalabrelli,Cosenza,Italian Serie B,Italian,GK,1,1970-11-28,25,44.04
Luigi,De Rosa,Cosenza,Italian Serie B,Italian,DM,3,1962-07-08,34,49.71
Antonio,Sconziano,Cosenza,Italian Serie B,Italian,RB,2,1972-06-18,24,52.79
Franco,Florio,Cosenza,Italian Serie B,Italian,DM,14,1976-04-18,20,47.71
Stefano,Gioacchini,Cosenza,Italian Serie B,Italian,FOR,20,1976-11-25,19,51.17
Pasquale,Apa,Cosenza,Italian Serie B,Italian,CD,7,1973-12-08,22,48.54
Salvatore,Miceli,Cosenza,Italian Serie B,Italian,RM,17,1974-03-05,22,47.17
Antongialio,Bonacci,Cosenza,Italian Serie B,Italian,DM,15,1972-06-15,24,45.33
Michele,Albergo,Cosenza,Italian Serie B,Italian,GK,12,1967-03-11,29,46.04
Michele,Pietranera,Cosenza,Italian Serie B,Italian,FOR,22,1974-07-29,22,49.92
Marco,Mazzoli,Cosenza,Italian Serie B,Italian,CD,4,1967-02-06,29,45.75
Pasquale,Logarzo,Cosenza,Italian Serie B,Italian,DM,26,1966-02-18,30,47.04
Giovanni,Paschetta,Cosenza,Italian Serie B,Italian,CD,16,1975-03-15,21,46.21
Francesco,Segreto,Cosenza,Italian Serie B,Italian,LM,19,1976-07-27,20,46.08
Aniello,Parisi,Foggia,Italian Serie B,Italian,SW,14,1973-09-01,22,53.33
Giovanni,Tedesco,Foggia,Italian Serie B,Italian,DM,4,1972-05-13,24,50.67
Massimiliano,Giacobbo,Foggia,Italian Serie B,Italian,DM,5,1974-07-15,22,48.17
Massimiliano,Tangorra,Foggia,Italian Serie B,Italian,LB,3,1970-06-06,26,50.08
Vicenzo,Chianese,Foggia,Italian Serie B,Italian,FOR,9,1976-01-14,20,53.67
Roberto,Colacone,Foggia,Italian Serie B,Italian,FOR,11,1974-04-26,22,50.62
Damiano,Moscadri,Foggia,Italian Serie B,Italian,DM,6,1974-04-15,22,48.71
Giuseppe,Brescia,Foggia,Italian Serie B,Italian,AM,8,1966-09-29,29,52.04
Vincenzo,Matrone,Foggia,Italian Serie B,Italian,CD,13,1971-11-03,24,48.79
Salvatore,Monaco,Foggia,Italian Serie B,Italian,RB,2,1972-12-28,23,50.46
Andrea,Martire,Foggia,Italian Serie B,Italian,GK,22,1976-04-12,20,44.58
Joseph Dayo,Oshadogan,Foggia,Italian Serie B,Italian,RB,20,1976-06-27,20,49.0
Andrea,Zanchetta,Foggia,Italian Serie B,Italian,RM,7,1975-02-02,21,50.0
Fortunato,Sano,Foggia,Italian Serie B,Italian,CD,18,1972-01-22,24,44.42
David,Di Michele,Foggia,Italian Serie B,Italian,FOR,21,1976-01-06,20,48.88
Federico,Bettoni,Foggia,Italian Serie B,Italian,DM,15,1972-05-27,24,44.25
Giuseppe,Di Bari,Foggia,Italian Serie B,Italian,CD,17,1969-11-17,26,48.0
Leonardo,Palmieri,Foggia,Italian Serie B,Italian,DM,16,1974-06-11,22,45.38
Christian,De Leonardis,Foggia,Italian Serie B,Italian,CD,19,1976-03-06,20,47.25
Francesco,Mancini,Foggia,Italian Serie B,Italian,LB,1,1968-10-10,27,47.54
Oberdan,Biagioni,Foggia,Italian Serie B,Italian,LM,10,1969-10-17,26,45.83
Paolo,Bianco,Foggia,Italian Serie B,Italian,LB,23,1977-08-20,18,47.42
Mario,Bortolazzi,Genoa,Italian Serie B,Italian,RM,8,1965-01-10,31,48.17
Gianluca,Francesconi,Genoa,Italian Serie B,Italian,LB,18,1971-09-10,24,50.62
Dario,Morello,Genoa,Italian Serie B,Italian,FOR,11,1968-01-11,28,51.67
Luigi,Beghetto,Genoa,Italian Serie B,Italian,FOR,9,1973-07-06,23,51.46
Vincenzo,Torrente,Genoa,Italian Serie B,Italian,CD,5,1966-02-12,30,47.38
Luca,Cavallo,Genoa,Italian Serie B,Italian,DM,6,1973-05-19,23,49.38
Antonio,Pereira,Genoa,Italian Serie B,Italian,CD,28,1965-08-27,30,47.42
Cristiano,Scazzola,Genoa,Italian Serie B,Italian,AM,15,1971-07-20,25,50.04
Gianluca,Berti,Genoa,Italian Serie B,Italian,GK,1,1967-05-20,29,45.92
Piergiovanni,Rutzittu,Genoa,Italian Serie B,Italian,LM,16,1976-02-01,20,49.83
Felice,Centofanti,Genoa,Italian Serie B,Italian,RB,10,1969-05-23,27,48.42
Gennaro,Ruotolo,Genoa,Italian Serie B,Italian,DM,4,1967-03-20,29,50.25
Marco,Nappi,Genoa,Italian Serie B,Italian,FOR,7,1966-05-13,30,52.96
Luca,Pastine,Genoa,Italian Serie B,Italian,GK,12,1971-02-01,25,48.0
Filippo,Masolini,Genoa,Italian Serie B,Italian,DM,14,1970-04-12,26,49.08
Michael,Goessens,Genoa,Italian Serie B,Italian,CD,27,1973-11-30,22,46.12
Davide,Nicola,Genoa,Italian Serie B,Italian,RB,2,1973-03-05,23,48.71
Daniel,Ricchiuti,Genoa,Italian Serie B,Italian,DM,24,1978-06-30,18,48.29
Simone,Spinelli,Genoa,Italian Serie B,Italian,FOR,21,1978-05-07,18,47.79
Simone,Braglia,Lucchese,Italian Serie B,Italian,GK,1,1962-07-22,34,51.29
Claudio,Lombardo,Lucchese,Italian Serie B,Italian,CD,6,1963-05-27,33,47.5
Onofrio,Barone,Lucchese,Italian Serie B,Italian,AM,10,1964-07-04,32,52.88
Aldo,Monza,Lucchese,Italian Serie B,Italian,DM,4,1969-08-20,26,50.54
Massimo,Rastelli,Lucchese,Italian Serie B,Italian,FOR,11,1968-12-27,27,53.75
Roberto,Paci,Lucchese,Italian Serie B,Italian,FOR,9,1964-07-18,32,54.46
Bruno,Russo,Lucchese,Italian Serie B,Italian,LM,14,1966-04-27,30,48.71
Manuele,Guzzo,Lucchese,Italian Serie B,Italian,RB,2,1975-08-05,20,51.33
Mario,Manzo,Lucchese,Italian Serie B,Italian,CD,5,1967-10-20,28,48.5
Leonardo,Maliguti,Lucchese,Italian Serie B,Italian,RM,7,1976-05-30,20,47.62
Roberto,Lorenzini,Lucchese,Italian Serie B,Italian,LB,3,1966-07-09,30,48.75
Andrea,Zanuttig,Lucchese,Italian Serie B,Italian,DM,18,1966-04-19,30,50.08
Christian,Sealzo,Lucchese,Italian Serie B,Italian,FOR,15,1972-05-08,24,51.75
Michelle,Tambellini,Lucchese,Italian Serie B,Italian,GK,12,1973-05-26,23,47.67
Maurizo,Coppola,Lucchese,Italian Serie B,Italian,AM,8,1965-05-24,31,51.33
Mauro,Valentini,Lucchese,Italian Serie B,Italian,CD,16,1964-01-04,32,53.5
Salvatore,Tedesco,Lucchese,Italian Serie B,Italian,DM,19,1970-09-14,25,47.25
Massimo,Brambati,Lucchese,Italian Serie B,Italian,RB,25,1966-06-29,30,49.08
Duccio,Innocenti,Lucchese,Italian Serie B,Italian,CD,13,1975-09-20,20,46.79
Sandro,Sorrentino,Lucchese,Italian Serie B,Italian,FOR,24,1978-07-07,18,51.62
Gianluca,Torma,Lucchese,Italian Serie B,Italian,CD,21,1977-03-22,19,49.08
Lapo,Guisti,Lucchese,Italian Serie B,Italian,GK,17,1979-09-26,16,45.67
Salvatore,Torantino,Lucchese,Italian Serie B,Italian,DM,20,1960-06-08,36,49.04
Sean Luca,Sogliano,Lucchese,Italian Serie B,Italian,LB,26,1971-02-28,25,47.5
Giovanni,Caterino,Palermo,Italian Serie B,Italian,CD,6,1972-01-21,24,48.62
Pierluigi,Di Gia',Palermo,Italian Serie B,Italian,RM,18,1968-03-22,28,50.79
Fabio,Favi,Palermo,Italian Serie B,Italian,LM,8,1969-12-22,26,48.62
Francesco,Galeoto,Palermo,Italian Serie B,Italian,CD,2,1972-03-11,24,49.67
