first_name,last_name,team,dob,age,GK,RB,LB,CD,RWB,LWB,SW,DM,RM,LM,AM,RW,LW,FR,FOR,SS
David,Martin,Orient,1963-04-25,33,33,51,51,50,44,44,48,49,46,46,45,42,42,42,42,42
Colin,West,Orient,1962-11-13,33,38,44,44,43,50,50,50,46,49,49,50,55,55,58,62,59
Martin,Ling,Orient,1966-07-15,30,38,43,43,41,51,51,51,48,51,51,52,56,56,59,60,59
Peter,Caldwell,Orient,1972-06-05,24,61,34,34,29,33,33,37,43,42,42,44,40,40,39,33,36
Alex,Inglethorpe,Orient,1971-11-14,24,40,48,48,46,55,55,55,55,56,56,57,59,59,60,58,58
Shane,Westley,Orient,1965-06-16,31,37,58,58,59,44,44,49,49,42,42,41,36,36,38,39,37
Lee,Shearer,Orient,1977-10-23,18,35,55,55,55,43,43,48,48,42,42,40,36,36,37,36,35
Ray,Wilkins,Orient,1956-09-14,39,42,65,65,64,56,56,62,70,64,64,64,56,56,56,51,54
Carl,Griffiths,Orient,1971-07-15,25,40,40,40,38,52,52,51,47,50,50,52,58,58,61,58,57
Alan,McCarthy,Orient,1972-01-11,24,41,60,60,61,60,60,61,57,55,55,54,56,56,56,49,49
Shaun,Brooks,Orient,1962-10-09,33,32,55,55,54,47,47,52,54,49,49,48,44,44,44,41,42
John,Robertson,Orient,1974-01-08,22,37,56,56,58,43,43,47,47,43,43,41,36,36,36,38,36
Chris,Whyte,Orient,1961-09-02,34,39,57,57,58,46,46,51,52,46,46,45,40,40,42,41,39
Peter,Garland,Orient,1970-01-20,26,36,47,47,45,52,52,54,51,52,52,52,55,55,56,50,50
Gary,Bellamy,Orient,1962-07-04,34,33,56,56,57,45,45,50,49,43,43,41,37,37,39,37,36
Paul,Hague,Orient,1972-09-16,23,36,58,58,60,44,44,49,48,41,41,39,35,35,38,39,37
David,Morrison,Orient,1974-11-30,21,40,45,45,41,51,51,53,55,58,58,59,59,59,59,58,60
Tony,Kelly,Orient,1966-02-14,30,36,39,39,38,46,46,45,41,44,44,46,51,51,53,54,52
Barry,Lakin,Orient,1973-09-19,22,41,43,43,40,51,51,51,49,51,51,53,58,58,60,61,60
Scott,McGleish,Orient,1974-02-10,22,44,43,43,41,51,51,51,48,51,51,52,57,57,60,61,59
Dominic,Naylor,Orient,1970-08-12,25,36,58,58,58,48,48,53,58,53,53,53,47,47,45,42,44
Richard,Annan,Orient,1968-12-04,27,34,60,60,60,54,54,56,53,50,50,48,48,48,48,41,41
Paul,Mudd,Lincoln,1970-11-13,25,35,56,56,58,43,43,47,47,40,40,39,35,35,34,36,33
Stuart,Bimson,Lincoln,1969-09-29,26,41,56,56,55,52,52,54,52,49,49,48,48,48,49,41,42
Barry,Richardson,Lincoln,1969-08-05,26,61,35,35,33,36,36,39,40,40,40,40,40,40,40,33,34
Tony,Dennis,Lincoln,1963-12-01,32,35,45,45,43,52,52,52,53,55,55,57,57,57,56,55,56
Grant,Brown,Lincoln,1969-11-19,26,37,54,54,55,44,44,48,47,40,40,38,36,36,37,34,33
Terry,Fleming,Lincoln,1973-01-05,23,37,56,56,55,49,49,54,57,53,53,53,48,48,47,46,47
Jonathan,Whitney,Lincoln,1970-12-23,25,35,58,58,58,53,53,55,50,47,47,46,47,47,48,43,41
Gareth,Ainsworth,Lincoln,1973-05-10,23,37,46,46,45,48,48,50,47,48,48,48,50,50,53,54,52
Jason,Barnett,Lincoln,1976-04-21,20,43,42,42,40,50,50,51,47,49,49,50,55,55,59,61,59
Worrell,Sterling,Lincoln,1965-06-08,31,41,38,38,35,46,46,45,43,47,47,49,53,53,54,53,53
David,Johnson,Lincoln,1970-10-29,25,42,38,38,38,47,47,45,36,39,39,40,49,49,55,61,56
Gerald,Dobbs,Lincoln,1971-01-24,25,40,59,59,59,52,52,55,54,51,51,50,47,47,47,45,44
Andrew,Leaning,Lincoln,1963-05-18,33,60,37,37,33,37,37,41,46,47,47,48,44,44,43,35,38
Darren,Davis,Lincoln,1967-02-05,29,38,43,43,40,50,50,50,51,53,53,55,56,56,56,55,56
Jae,Martin,Lincoln,1976-02-05,20,39,38,38,37,48,48,44,37,41,41,42,51,51,55,56,54
Mark,Hone,Lincoln,1969-08-21,26,38,58,58,58,50,50,52,46,42,42,40,41,41,44,39,38
Udo,Onwere,Lincoln,1971-11-09,24,38,59,59,60,50,50,54,57,52,52,51,46,46,46,47,47
Stephen,Brown,Lincoln,1973-12-06,22,41,39,39,39,51,51,48,45,51,51,52,58,58,60,61,60
Philip,Daley,Lincoln,1967-04-12,29,37,39,39,39,45,45,45,36,37,37,38,45,45,52,56,51
Ian,Bowling,Mansfield,1965-07-27,31,61,33,33,30,34,34,38,44,45,45,47,43,43,42,35,38
Wayne,Stark,Mansfield,1976-10-14,19,33,60,60,59,49,49,55,57,51,51,50,44,44,45,44,44
Brian,Kilcline,Mansfield,1962-05-07,34,40,61,61,62,48,48,53,51,41,41,39,38,38,40,38,35
Scott,Eustace,Mansfield,1975-06-13,21,39,44,44,42,51,51,51,46,49,49,49,55,55,58,56,54
Stuart,Watkiss,Mansfield,1966-05-08,30,35,56,56,58,45,45,48,49,44,44,43,39,39,37,36,35
Warren,Hackett,Mansfield,1971-12-06,24,32,55,55,55,47,47,50,48,42,42,40,39,39,40,33,32
Paul,Sherlock,Mansfield,1973-11-17,22,33,53,53,52,45,45,50,54,49,49,49,44,44,43,43,43
Steven,Harper,Mansfield,1969-02-03,27,34,43,43,40,47,47,49,50,52,52,53,53,53,53,53,53
Chris,Timons,Mansfield,1974-12-08,21,36,51,51,51,45,45,48,46,42,42,40,39,39,41,36,36
Mark,Todd,Mansfield,1967-12-04,28,35,53,53,54,44,44,49,53,49,49,48,42,42,42,43,43
Stewart,Hadley,Mansfield,1972-12-30,23,38,38,38,35,44,44,45,44,45,45,47,51,51,53,55,53
Mark,Peters,Mansfield,1972-07-06,24,38,57,57,58,44,44,49,48,41,41,39,35,35,37,35,33
Daley,Thompson,Mansfield,1959-11-21,36,41,43,43,40,51,51,52,49,50,50,52,57,57,59,58,56
John,Doolan,Mansfield,1974-05-07,22,33,53,53,54,41,41,45,45,38,38,36,32,32,32,32,30
David,Kerr,Mansfield,1974-09-06,21,37,60,60,60,58,58,60,58,56,56,55,55,55,55,54,53
John,Walker,Mansfield,1973-12-12,22,36,57,57,58,49,49,53,57,53,53,52,47,47,44,42,43
Kevin,Lampkin,Mansfield,1972-12-20,23,34,55,55,54,48,48,52,55,51,51,50,46,46,45,43,44
Lee,Maddison,Northampton,1972-10-05,23,40,61,61,62,48,48,52,51,44,44,42,39,39,42,41,39
Nicky,Smith,Northampton,1969-01-28,27,39,55,55,56,51,51,51,54,53,53,53,50,50,48,49,50
Gavin,Worboys,Northampton,1974-07-14,22,42,39,39,37,48,48,48,43,46,46,48,54,54,58,63,60
David,Rennie,Northampton,1964-08-29,31,37,58,58,58,54,54,57,59,57,57,57,54,54,54,53,53
Sean,Parrish,Northampton,1972-03-14,24,40,42,42,40,53,53,51,52,57,57,59,60,60,59,55,57
Mark,Cooper,Northampton,1967-04-05,29,39,38,38,37,46,46,45,40,42,42,43,50,50,56,60,57
Andy,Woodman,Northampton,1971-08-11,24,61,34,34,31,34,34,38,43,42,42,44,40,40,38,32,34
Daniel,O'Shea,Northampton,1963-03-26,33,37,54,54,53,50,50,52,51,48,48,46,45,45,45,38,38
Richard,Skelly,Northampton,1972-03-24,24,34,56,56,56,51,51,53,49,45,45,43,44,44,46,37,37
Ray,Warburton,Northampton,1967-10-07,28,37,56,56,57,45,45,48,47,41,41,40,37,37,39,39,38
Neil,Grayson,Northampton,1964-01-01,32,38,45,45,42,50,50,51,49,49,49,50,53,53,54,52,52
Michael,Warner,Northampton,1974-01-17,22,35,54,54,53,45,45,49,54,50,50,50,44,44,44,45,46
Ian,Sampson,Northampton,1968-11-14,27,38,59,59,60,47,47,51,50,43,43,41,38,38,41,37,36
Billy,Turley,Northampton,1973-07-15,23,59,35,35,31,33,33,38,45,44,44,45,40,40,39,34,37
Dean,Peer,Northampton,1969-08-08,26,38,56,56,56,48,48,52,54,50,50,50,46,46,47,48,48
Mark,Taylor,Northampton,1974-11-08,21,37,63,63,64,48,48,53,52,45,45,42,38,38,39,39,37
John,Frain,Northampton,1968-10-08,27,42,61,61,59,59,59,61,58,55,55,54,55,55,56,45,46
Garry,Thompson,Northampton,1959-10-07,36,39,38,38,36,48,48,47,37,39,39,40,49,49,55,55,51
Ian,Clarkson,Northampton,1970-12-04,25,37,58,58,60,46,46,50,50,44,44,42,38,38,40,42,40
John,Gayle,Northampton,1964-07-30,31,43,43,43,41,53,53,52,43,45,45,46,56,56,62,61,57
Jason,White,Northampton,1971-10-19,24,40,37,37,35,47,47,47,38,39,39,41,51,51,55,56,52
Oliver,Cahill,Northampton,1975-09-29,20,38,38,38,36,46,46,47,41,44,44,46,52,52,58,60,57
Lee,Colkin,Northampton,1974-07-15,22,37,54,54,53,47,47,51,52,48,48,48,45,45,45,45,45
Jason,Beckford,Northampton,1970-02-14,26,40,38,38,38,48,48,46,38,43,43,44,52,52,57,62,58
Chris,Burns,Northampton,1967-11-09,28,32,49,49,48,41,41,46,49,45,45,45,40,40,40,41,41
Paul,Wotton,Plymouth,1977-08-17,18,36,55,55,55,49,49,51,54,52,52,51,48,48,46,44,45
Simon,Dawe,Plymouth,1977-03-16,19,35,60,60,60,52,52,57,59,53,53,52,47,47,48,45,45
Bruce,Grobbelaar,Plymouth,1957-10-06,38,70,38,38,33,40,40,44,51,50,50,51,48,48,47,36,41
Adrian,Littlejohn,Plymouth,1970-09-26,25,38,55,55,55,55,55,58,59,60,60,60,58,58,56,57,56
Chris,Billy,Plymouth,1973-01-02,23,35,56,56,55,47,47,52,57,52,52,52,45,45,45,44,45
Mark,Saunders,Plymouth,1971-07-23,25,37,58,58,58,50,50,56,59,54,54,54,48,48,48,44,46
Ron,Mauge,Plymouth,1969-03-10,27,40,65,65,66,50,50,56,57,50,50,48,42,42,43,41,40
Chris,Leadbitter,Plymouth,1967-10-17,28,35,56,56,58,58,58,56,53,54,54,53,54,54,51,43,44
Giancarlo,Corazzin,Plymouth,1971-12-25,24,42,46,46,44,56,56,55,49,53,53,54,61,61,65,66,64
Paul,Williams,Plymouth,1969-09-11,26,41,63,63,63,59,59,62,61,56,56,55,54,54,54,43,44
Micky,Heathcoate,Plymouth,1965-09-10,30,37,62,62,64,50,50,56,56,48,48,47,43,43,44,42,41
Kevin,Blackwell,Plymouth,1958-12-21,37,65,41,41,36,37,37,44,52,49,49,51,45,45,43,35,38
Christopher,Curran,Plymouth,1971-09-17,24,36,59,59,61,45,45,51,50,43,43,41,37,37,39,39,37
Richard,Logan,Plymouth,1969-05-24,27,37,58,58,57,49,49,54,57,52,52,51,47,47,47,44,45
Alan,Dickens,Plymouth,1964-09-03,31,36,61,61,61,52,52,57,58,53,53,52,48,48,49,48,48
James,Dungey,Plymouth,1978-02-07,18,61,34,34,30,35,35,40,46,45,45,47,43,43,42,33,37
Daniel,O'Hagen,Plymouth,1976-04-24,20,39,42,42,42,53,53,49,44,51,51,52,59,59,60,64,62
Chris,Twiddy,Plymouth,1976-01-19,20,40,47,47,46,54,54,53,51,55,55,57,61,61,62,64,63
Gary,Clayton,Plymouth,1963-02-02,33,35,61,61,61,51,51,56,59,53,53,52,47,47,48,44,45
Gary,Bennett,Plymouth,1963-09-20,32,43,47,47,45,57,57,58,55,57,57,59,64,64,65,66,65
Mark,Patterson,Plymouth,1968-09-13,27,42,65,65,67,52,52,56,53,47,47,44,41,41,44,44,42
Sam,Collins,Plymouth,1977-06-05,19,37,60,60,61,47,47,52,52,44,44,42,39,39,41,37,36
Phil,Morgan,Plymouth,1974-12-18,21,64,34,34,31,38,38,39,45,48,48,49,47,47,43,35,39
Bobby,Mimms,Preston,1963-10-12,32,70,42,42,38,39,39,45,49,45,45,46,43,43,44,33,36
Neil,McDonald,Preston,1965-11-02,30,43,60,60,61,50,50,55,58,54,54,53,46,46,45,43,43
Dean,Barrick,Preston,1969-09-30,26,36,63,63,63,51,51,56,59,53,53,52,47,47,47,49,49
Sean,Gregan,Preston,1974-03-29,22,36,59,59,61,46,46,52,52,45,45,43,38,38,40,39,37
Tony,Grant,Preston,1976-08-20,19,39,38,38,35,48,48,48,44,48,48,50,55,55,59,62,60
David,Reeves,Preston,1967-11-19,28,36,39,39,37,46,46,47,46,48,48,49,52,52,55,59,57
Ryan,Kidd,Preston,1971-10-06,24,39,61,61,60,55,55,59,58,54,54,53,51,51,52,45,45
James,Squires,Preston,1975-11-15,20,38,63,63,64,48,48,54,52,44,44,42,38,38,41,41,38
Ian,Bryson,Preston,1962-11-26,33,38,57,57,56,48,48,54,57,51,51,51,47,47,47,44,45
Paul,Sparrow,Preston,1975-03-24,21,40,62,62,62,57,57,59,57,54,54,52,50,50,50,42,42
Simon,Davey,Preston,1970-10-01,25,36,48,48,45,54,54,55,57,58,58,59,61,61,61,59,60
David,Lucas,Preston,1970-09-22,25,65,39,39,35,38,38,43,48,45,45,46,44,44,44,36,39
David,Moyes,Preston,1963-04-25,33,35,58,58,58,46,46,50,50,43,43,41,38,38,40,37,36
Lee,Cartwright,Preston,1972-09-19,23,40,59,59,59,50,50,55,60,54,54,54,48,48,48,48,49
Kevin,Kilbane,Preston,1977-02-01,19,34,54,54,55,47,47,51,53,48,48,47,43,43,43,40,41
Russell,Wilcox,Preston,1964-03-25,32,38,65,65,66,47,47,53,55,47,47,45,38,38,39,37,37
Kelham,O'Hanlon,Preston,1962-05-16,34,67,37,37,34,37,37,40,46,46,46,47,43,43,42,34,37
Kurt,Nogan,Preston,1970-09-09,25,45,47,47,45,56,56,56,53,56,56,58,63,63,65,66,64
Lee,Ashcroft,Preston,1972-09-07,23,47,50,50,46,57,57,59,59,61,61,62,64,64,66,59,60
Mark,Rankine,Preston,1969-09-30,26,48,48,48,46,57,57,57,53,55,55,56,62,62,66,59,59
Kevin,Cage,Preston,1964-04-21,32,42,61,61,62,49,49,55,57,50,50,48,43,43,44,40,40
Graeme,Atkinson,Preston,1971-11-11,24,39,49,49,45,53,53,57,58,58,58,60,60,60,61,61,62
Michael,Holt,Preston,1977-07-28,19,38,43,43,41,51,51,52,49,51,51,52,56,56,60,60,59
Keith,Hill,Rochdale,1969-05-17,27,38,61,61,62,47,47,52,52,43,43,42,39,39,39,41,38
Kevin,Formby,Rochdale,1971-07-22,25,36,54,54,54,50,50,53,52,48,48,47,46,46,46,41,41
Alex,Russell,Rochdale,1973-03-17,23,35,55,55,54,48,48,52,57,53,53,53,48,48,46,44,46
John,Dreary,Rochdale,1962-10-18,33,38,43,43,41,48,48,49,47,47,47,48,51,51,54,54,53
Michael,Cecere,Rochdale,1968-01-04,28,39,38,38,38,48,48,46,41,46,46,47,53,53,56,60,57
Jason,Keast,Rochdale,1968-02-12,28,34,54,54,55,47,47,50,53,50,50,50,46,46,43,43,43
Andrew,Gouck,Rochdale,1972-06-08,24,37,59,59,59,47,47,52,54,48,48,47,42,42,42,40,40
Andy,Thackeray,Rochdale,1968-02-13,28,40,57,57,56,52,52,55,53,49,49,48,48,48,50,43,43
Ian,Gray,Rochdale,1975-02-25,21,63,34,34,30,34,34,39,45,45,45,46,41,41,41,33,37
Peter,Valentine,Rochdale,1963-04-16,33,41,62,62,63,48,48,53,54,46,46,44,40,40,40,39,38
Steve,Whitehall,Rochdale,1968-12-08,27,37,43,43,42,47,47,48,46,45,45,46,49,49,51,46,46
Mark,Stuart,Rochdale,1966-12-15,29,35,42,42,39,51,51,49,50,55,55,57,59,59,58,56,58
Wayne,Dowell,Rochdale,1973-12-28,22,39,56,56,55,57,57,59,59,58,58,59,58,58,57,54,55
Paul,Williams,Rochdale,1963-09-08,32,40,43,43,42,53,53,51,46,50,50,51,58,58,58,59,57
Mark,Leonard,Rochdale,1962-09-27,33,38,42,42,40,48,48,48,45,45,45,46,50,50,52,52,50
Dave,Bayliss,Rochdale,1976-06-08,20,36,57,57,58,42,42,47,44,36,36,34,32,32,35,37,33
Peter,Painter,Rochdale,1971-01-26,25,38,43,43,41,52,52,51,53,56,56,58,60,60,58,51,53
Jamie,Taylor,Rochdale,1977-01-11,19,38,45,45,43,53,53,54,49,51,51,52,57,57,58,58,56
Dave,Thompson,Rochdale,1962-05-27,34,39,38,38,36,47,47,47,43,46,46,47,53,53,56,52,51
Graham,Shaw,Rochdale,1967-06-07,29,39,43,43,42,50,50,50,48,51,51,52,55,55,57,57,56
Richard,Lucas,Scarborough,1970-09-22,25,39,57,57,56,52,52,55,53,49,49,48,48,48,49,42,42
Chris,Myers,Scarborough,1969-04-01,27,32,51,51,50,41,41,47,50,45,45,44,39,39,39,38,39
Mark,Calvert,Scarborough,1970-09-11,25,34,54,54,54,44,44,49,52,47,47,47,41,41,41,42,42
Gary,Bennett,Scarborough,1961-12-04,34,38,58,58,60,47,47,52,52,47,47,45,41,41,42,42,41
David,Brooke,Scarborough,1975-11-23,20,45,45,45,43,51,51,52,51,52,52,54,56,56,58,60,59
Simon,Bochenski,Scarborough,1975-12-06,20,45,48,48,46,52,52,54,50,51,51,51,55,55,58,59,57
Ian,Thompstone,Scarborough,1971-01-17,25,37,55,55,54,51,51,53,50,46,46,45,46,46,48,38,38
Michael,McElhatton,Scarborough,1975-04-16,21,33,61,61,62,48,48,53,52,46,46,44,41,41,44,46,44
Gareth,Williams,Scarborough,1967-03-12,29,38,45,45,43,52,52,53,54,56,56,57,58,58,58,57,58
Jon,Sunderland,Scarborough,1975-11-02,20,38,41,41,37,52,52,52,51,56,56,57,61,61,61,56,57
Ian,Ironside,Scarborough,1964-03-08,32,63,33,33,29,34,34,39,44,43,43,44,41,41,40,33,36
Ian,Blackstone,Scarborough,1964-08-07,31,35,42,42,41,46,46,48,45,46,46,47,50,50,53,56,53
Stuart,Hicks,Scarborough,1967-05-30,29,36,57,57,57,46,46,50,49,42,42,40,38,38,41,37,36
Jason,Rockett,Scarborough,1969-09-26,26,33,55,55,57,42,42,46,46,39,39,37,33,33,35,36,34
Oliver,Heald,Scarborough,1975-03-13,21,39,40,40,38,49,49,48,44,48,48,49,54,54,57,59,57
Lee,Harper,Scarborough,1975-03-24,21,33,57,57,58,43,43,48,48,40,40,38,34,34,37,38,36
Alex,Willgrass,Scarborough,1976-04-08,20,33,50,50,49,43,43,48,51,47,47,47,43,43,43,42,43
Gavin,Kelly,Scarborough,1968-09-29,27,57,30,30,27,34,34,36,41,44,44,46,43,43,41,34,37
Darren,Knowles,Scarborough,1970-10-08,25,32,54,54,53,45,45,49,51,46,46,45,41,41,42,41,41
Ronald,Robinson,Scarborough,1966-10-22,29,33,52,52,53,47,47,47,44,42,42,40,41,41,41,35,35
Neil,Trebble,Scarborough,1969-02-16,27,38,39,39,38,48,48,47,43,47,47,48,53,53,55,57,55
Lee,Thew,Scarborough,1974-10-23,21,33,57,57,57,47,47,52,56,51,51,51,44,44,43,44,44
Andy,Toman,Scarborough,1962-03-07,34,34,52,52,52,43,43,48,52,48,48,47,42,42,42,40,41
Mark,Wells,Scarborough,1971-10-15,24,40,56,56,57,52,52,55,56,53,53,52,49,49,50,49,49
Carl,Stead,Scarborough,1971-09-03,24,34,59,59,59,51,51,54,51,46,46,44,43,43,45,38,37
Stephen,Brodie,Scarborough,1973-01-14,23,42,44,44,41,50,50,52,50,52,52,53,57,57,58,59,57
Russell,Bradley,Scunthorpe,1966-03-28,30,34,57,57,58,45,45,49,49,44,44,41,37,37,38,34,34
John,Eyre,Scunthorpe,1974-10-09,21,40,46,46,44,52,52,53,52,53,53,54,57,57,59,59,58
Imre,Varadi,Scunthorpe,1959-07-08,37,40,44,44,42,51,51,51,48,50,50,52,56,56,60,62,60
Michael,Walsh,Scunthorpe,1977-08-05,18,33,55,55,55,51,51,53,51,48,48,46,46,46,46,38,38
Steve,Housham,Scunthorpe,1976-02-24,20,38,41,41,38,47,47,48,48,50,50,52,53,53,53,52,52
Alan,Knill,Scunthorpe,1964-10-08,31,38,58,58,59,46,46,50,49,43,43,41,38,38,41,41,39
Jamie,Paterson,Scunthorpe,1973-04-26,23,35,46,46,43,51,51,52,52,53,53,53,55,55,55,51,52
Max,Nicholson,Scunthorpe,1971-10-03,24,36,56,56,55,45,45,51,53,48,48,47,41,41,43,43,43
Mark,Samways,Scunthorpe,1968-11-11,27,68,34,34,30,36,36,40,42,41,41,42,42,42,43,34,36
Philip,Clarkson,Scunthorpe,1968-11-13,27,38,46,46,45,51,51,51,47,49,49,49,53,53,57,55,54
Paul,Wilson,Scunthorpe,1963-01-05,33,35,58,58,58,55,55,58,55,52,52,51,51,51,51,43,43
Lee,Turnball,Scunthorpe,1967-09-27,28,40,43,43,41,52,52,50,46,49,49,50,56,56,60,59,58
Peter,Wilson,Scunthorpe,1977-05-25,19,37,60,60,62,47,47,51,49,42,42,40,37,37,40,40,38
Mark,Sertori,Scunthorpe,1967-09-01,28,34,47,47,45,53,53,54,55,57,57,59,60,60,59,58,59
Chris,Hope,Scunthorpe,1972-11-14,23,35,56,56,57,44,44,48,46,40,40,38,36,36,38,36,34
David,D'Auria,Scunthorpe,1970-03-26,26,41,42,42,38,50,50,51,51,53,53,55,57,57,58,54,55
Jamie,Forrester,Scunthorpe,1974-11-01,21,40,42,42,40,50,50,51,47,50,50,52,57,57,60,62,60
David,Moss,Scunthorpe,1968-11-15,27,42,48,48,45,54,54,55,53,55,55,56,59,59,60,59,58
Stuart,Young,Scunthorpe,1972-12-16,23,39,43,43,42,51,51,51,47,49,49,50,55,55,58,54,53
Kirk,Jackson,Scunthorpe,1976-10-16,19,28,26,26,24,34,34,34,29,31,31,32,39,39,43,46,43
Richard,Hancox,Torquay,1968-10-04,27,37,45,45,44,54,54,52,51,56,56,58,61,61,60,58,59
Ian,Hatharway,Torquay,1968-08-22,27,43,41,41,37,50,50,51,54,57,57,59,60,60,60,56,58
Lee,Barrow,Torquay,1973-05-01,23,39,59,59,58,52,52,56,54,49,49,48,46,46,48,40,40
Scott,Stamps,Torquay,1975-03-20,21,38,58,58,58,56,56,58,54,51,51,49,51,51,52,41,41
Paul,Mitchell,Torquay,1971-10-20,24,40,55,55,56,44,44,49,47,40,40,39,37,37,40,41,38
Rhys,Wilmot,Torquay,1962-02-21,34,61,33,33,30,33,33,36,40,40,40,42,39,39,39,33,35
Garry,Nelson,Torquay,1961-01-16,35,41,42,42,40,50,50,49,44,46,46,47,53,53,58,59,57
Mark,Hawthorne,Torquay,1973-10-31,22,34,55,55,54,47,47,52,55,50,50,50,46,46,47,45,46
Jamie,Ndah,Torquay,1975-03-21,21,43,44,44,41,53,53,53,50,52,52,54,59,59,62,61,60
Kevin,Hodges,Torquay,1960-06-12,36,31,51,51,49,44,44,49,51,47,47,46,42,42,43,42,42
Anthony,Oatway,Torquay,1973-11-28,22,35,56,56,57,41,41,46,46,39,39,37,33,33,36,38,35
Paul,Baker,Torquay,1963-01-05,33,40,46,46,44,53,53,54,48,49,49,50,56,56,59,58,56
Ray,Newland,Torquay,1971-07-19,25,58,30,30,27,31,31,35,40,41,41,42,39,39,37,30,32
Alec,Watson,Torquay,1968-04-05,28,34,56,56,57,44,44,49,47,40,40,39,36,36,38,38,36
Andy,McFarlane,Torquay,1968-11-30,27,37,40,40,38,49,49,48,45,49,49,51,56,56,57,60,59
Mark,Hall,Torquay,1973-01-13,23,37,41,41,39,48,48,48,43,46,46,47,53,53,57,58,56
Ellis,Laight,Torquay,1976-06-30,20,41,43,43,43,49,49,47,39,41,41,41,49,49,52,52,48
Paul,Ramsey,Torquay,1962-09-03,33,35,56,56,57,43,43,48,48,41,41,40,36,36,38,38,36
Steve,McCall,Torquay,1960-10-15,35,34,55,55,55,47,47,52,54,48,48,48,44,44,43,39,40
Paul,Sykes,Torquay,1977-01-13,19,42,44,44,42,52,52,52,49,53,53,54,58,58,60,61,59
Ian,Kilford,Wigan,1973-10-06,22,37,43,43,40,50,50,50,48,50,50,52,55,55,57,57,57
Isidro,Diaz,Wigan,1972-05-15,24,41,55,55,52,61,61,63,62,62,62,63,65,65,66,64,64
John,Butler,Wigan,1962-02-07,34,38,60,60,61,45,45,51,51,43,43,41,37,37,41,41,40
David,Felgate,Wigan,1960-03-04,36,64,36,36,32,36,36,41,47,46,46,48,44,44,42,34,37
Roberto,Martinez,Wigan,1973-07-13,23,37,63,63,63,54,54,60,64,59,59,59,53,53,52,51,52
Steve,Morgan,Wigan,1968-09-19,27,43,61,61,60,57,57,60,59,55,55,54,53,53,54,48,48
Kevin,Sharp,Wigan,1974-09-09,21,38,62,62,62,58,58,61,58,54,54,52,52,52,51,41,41
John,Pender,Wigan,1963-11-19,32,36,58,58,59,47,47,51,50,45,45,43,40,40,42,41,40
Wayne,Biggins,Wigan,1961-11-20,34,42,45,45,43,51,51,53,51,53,53,54,58,58,60,57,57
Gavin,Johnson,Wigan,1970-10-10,25,35,56,56,56,47,47,51,54,48,48,47,44,44,44,41,42
Graeme,Jones,Wigan,1970-03-13,26,39,42,42,40,49,49,49,46,48,48,49,53,53,56,62,59
Graham,Lancashire,Wigan,1972-10-19,23,43,43,43,41,51,51,51,46,49,49,51,57,57,60,60,58
Mark,Wright,Wigan,1970-01-29,26,36,55,55,55,42,42,47,46,40,40,39,36,36,38,39,37
Lee,Butler,Wigan,1966-06-30,30,62,34,34,30,35,35,39,45,44,44,45,42,42,41,32,36
Neill,Rimmer,Wigan,1967-11-13,28,37,46,46,44,51,51,51,49,50,50,51,54,54,55,52,52
Simon,Farnworth,Wigan,1963-10-28,32,69,36,36,31,37,37,41,45,45,45,46,44,44,44,34,37
Matthew,Carragher,Wigan,1976-01-14,20,35,60,60,60,53,53,56,54,50,50,48,46,46,47,39,39
Mark,Statham,Wigan,1975-11-11,20,62,34,34,31,34,34,36,42,43,43,44,41,41,39,32,35
David,Lowe,Wigan,1965-08-30,30,38,41,41,38,49,49,50,51,54,54,56,57,57,57,53,54
Paul,West,Wigan,1970-06-22,26,37,55,55,55,53,53,55,53,50,50,49,50,50,50,41,41
Charlie,Bishop,Wigan,1968-02-16,28,36,50,50,51,40,40,44,43,37,37,36,34,34,36,34,33
Paul,Rogers,Wigan,1965-03-21,31,41,64,64,63,55,55,60,64,58,58,58,52,52,51,49,50
Colin,Greenall,Wigan,1963-12-30,32,34,58,58,59,43,43,48,48,41,41,39,34,34,36,38,36
Ronald,Maul,Arm. Bielefeld,1973-02-13,23,46,68,68,68,72,72,69,69,71,71,71,71,71,68,63,64
Sonny,Silooy,Arm. Bielefeld,1963-08-31,32,42,66,66,68,55,55,58,57,52,52,49,45,45,47,45,44
Jörg,Bode,Arm. Bielefeld,1969-08-22,26,44,58,58,57,61,61,60,63,64,64,65,63,63,60,58,59
Rob,Maas,Arm. Bielefeld,1969-12-17,26,46,66,66,66,62,62,62,60,57,57,56,55,55,56,53,52
Michael,Molata,Arm. Bielefeld,1973-02-10,23,40,65,65,68,54,54,57,55,50,50,47,43,43,44,43,42
Josef,Ivanovic,Arm. Bielefeld,1973-12-05,22,40,45,45,45,57,57,55,52,59,59,61,65,65,65,73,70
Thomas,Stratos,Arm. Bielefeld,1966-10-09,29,41,60,60,61,65,65,63,64,68,68,68,67,67,64,63,65
Thomas,von Hesen,Arm. Bielefeld,1961-10-01,34,42,67,67,67,58,58,63,67,61,61,60,54,54,54,49,51
Ulrich,Stein,Arm. Bielefeld,1954-10-23,41,64,36,36,34,37,37,39,42,41,41,42,41,41,39,33,34
Fritz,Walter,Arm. Bielefeld,1960-07-21,36,43,45,45,44,59,59,57,51,57,57,58,64,64,66,68,66
Ralf,Voigt,Arm. Bielefeld,1964-12-31,31,43,66,66,67,60,60,62,58,54,54,52,52,52,54,47,47
